"id","sentiment","header","desc","date","author","text"
4031,3,"Clearing a Final Hurdle, Dutch Leader Is Poised to Become NATO Chief.","Mark Rutte, the Netherlands’ prime minister, is expected to be elected as the head of the military alliance after Romania’s candidate dropped out.",2024-06-20,"Lara Jakes","Clearing a Final Hurdle, Dutch Leader Is Poised to Become NATO Chief. Mark Rutte, the Netherlands’ prime minister, is expected to be elected as the head of the military alliance after Romania’s candidate dropped out."
4032,-1,"Putin’s Presidential Planes: What We Know.","The Kremlin clings to Soviet-designed aircraft even as Russia’s commercial carriers opt for Western planes.",2024-06-19,"Eve Sampson","Putin’s Presidential Planes: What We Know. The Kremlin clings to Soviet-designed aircraft even as Russia’s commercial carriers opt for Western planes."
4033,-3,"Asian Fears Come True as North Korea’s Russia Pact Amplifies Threat.","While the agreement rattled officials in South Korea and Japan, the two U.S. allies in recent years have been expecting growing security challenges from North Korea.",2024-06-20,"Motoko Rich and Choe Sang-Hun","Asian Fears Come True as North Korea’s Russia Pact Amplifies Threat. While the agreement rattled officials in South Korea and Japan, the two U.S. allies in recent years have been expecting growing security challenges from North Korea."
4034,0,"3 Takeaways From Putin’s Trip to Vietnam.","The state visit by President Vladimir V. Putin of Russia to Vietnam had a very different backdrop than his trip to North Korea, as Hanoi has deepened ties with Washington.",2024-06-20,"Sui-Lee Wee and Paul Sonne","3 Takeaways From Putin’s Trip to Vietnam. The state visit by President Vladimir V. Putin of Russia to Vietnam had a very different backdrop than his trip to North Korea, as Hanoi has deepened ties with Washington."
4035,1,"Why Is Putin in Vietnam?.","President Vladimir V. Putin is keen to maintain the longstanding military ties between Russia and Vietnam, as Hanoi has developed deeper bonds with Washington.",2024-06-19,"Sui-Lee Wee","Why Is Putin in Vietnam?. President Vladimir V. Putin is keen to maintain the longstanding military ties between Russia and Vietnam, as Hanoi has developed deeper bonds with Washington."
4036,-3,"Russia and North Korea’s Defense Pact Is a New Headache for China.","The treaty raises the risk of confrontation in the region and could prompt the United States and its allies to bolster their military presence on China’s periphery.",2024-06-20,"David Pierson and Choe Sang-Hun","Russia and North Korea’s Defense Pact Is a New Headache for China. The treaty raises the risk of confrontation in the region and could prompt the United States and its allies to bolster their military presence on China’s periphery."
4037,-3,"Russia Sentences U.S. Soldier to 4 Years in Prison.","Staff Sgt. Gordon Black was accused of making death threats against, and stealing money from, a woman with whom he was romantically involved.",2024-06-19,"Anatoly Kurmanaev","Russia Sentences U.S. Soldier to 4 Years in Prison. Staff Sgt. Gordon Black was accused of making death threats against, and stealing money from, a woman with whom he was romantically involved."
4038,-4,"Why Darfur Again Faces the Risk of Ethnic Slaughter.","Satellite and video evidence shows that thousands of homes have been razed and tens of thousands of people forced to flee a city in Sudan.",2024-06-19,"The New York Times","Why Darfur Again Faces the Risk of Ethnic Slaughter. Satellite and video evidence shows that thousands of homes have been razed and tens of thousands of people forced to flee a city in Sudan."
4039,-4,"As Ukraine Expands Military Draft, Some Men Go Into Hiding.","Fearful that conscription is a one-way ticket to bloody trench warfare, the men spend their days holed up at home to avoid draft officers who roam the streets.",2024-06-21,"Constant Méheut","As Ukraine Expands Military Draft, Some Men Go Into Hiding. Fearful that conscription is a one-way ticket to bloody trench warfare, the men spend their days holed up at home to avoid draft officers who roam the streets."
4040,-3,"Putin Shows He Can Antagonize the U.S. Far Afield From Ukraine.","His support for North Korea’s military ambitions showed he can inflict pain on the U.S. and its NATO allies in ways beyond aggression in Ukraine.",2024-06-21,"Paul Sonne","Putin Shows He Can Antagonize the U.S. Far Afield From Ukraine. His support for North Korea’s military ambitions showed he can inflict pain on the U.S. and its NATO allies in ways beyond aggression in Ukraine."
4041,-3,"Putin Came to Asia to Disrupt, and He Succeeded.","His embrace of North Korea and deal making with Vietnam injected more potential threats into a region already strained by Taiwan tensions and South China Sea clashes.",2024-06-22,"Damien Cave","Putin Came to Asia to Disrupt, and He Succeeded. His embrace of North Korea and deal making with Vietnam injected more potential threats into a region already strained by Taiwan tensions and South China Sea clashes."
4042,4,"Finally, a Euros for a Whole Continent.","Eastern European countries who have in recent years lagged behind their continent’s bigger names are having their day in the sun in Germany.",2024-06-21,"Rory Smith","Finally, a Euros for a Whole Continent. Eastern European countries who have in recent years lagged behind their continent’s bigger names are having their day in the sun in Germany."
4043,-1,"Ukraine Urges Allies to Allow Their Weapons to Target Russian Air Power.","After bombs again rained on Kharkiv, Ukraine’s second-biggest city, President Volodymyr Zelensky asked Western partners to permit the use of their weapons against air bases inside Russia.",2024-06-23,"Marc Santora","Ukraine Urges Allies to Allow Their Weapons to Target Russian Air Power. After bombs again rained on Kharkiv, Ukraine’s second-biggest city, President Volodymyr Zelensky asked Western partners to permit the use of their weapons against air bases inside Russia."
4044,-3,"Zelensky Removes a Top General Amid Criticism of Excessive Casualties.","The announcement by Ukraine’s president on Monday came hours after a scathing social media post implicitly accused the general of “killing more Ukrainian soldiers than any Russian general.”",2024-06-24,"Marc Santora","Zelensky Removes a Top General Amid Criticism of Excessive Casualties. The announcement by Ukraine’s president on Monday came hours after a scathing social media post implicitly accused the general of “killing more Ukrainian soldiers than any Russian general.”"
4045,-3,"Deadly Attack Revives Fears of the Return of Mass Terror in Russia.","A deadly assault in the southern region of Dagestan has put a spotlight on the failing of Russian security services amid the war in Ukraine.",2024-06-24,"Anatoly Kurmanaev and Ivan Nechepurenko","Deadly Attack Revives Fears of the Return of Mass Terror in Russia. A deadly assault in the southern region of Dagestan has put a spotlight on the failing of Russian security services amid the war in Ukraine."
4046,-4,"2 Russian Women Put on a Play. Then the State Came for Them.","The prosecution of a prominent playwright and a director in Russia over their work is a chilling sign of increased repression, cultural figures say.",2024-06-25,"Valerie Hopkins","2 Russian Women Put on a Play. Then the State Came for Them. The prosecution of a prominent playwright and a director in Russia over their work is a chilling sign of increased repression, cultural figures say."
4047,1,"France’s Far-Right Leader Says the National Rally Is Ready to Govern.","If he becomes prime minister after snap elections, Jordan Bardella, the party’s president, said he would represent all. But he also said dual citizens should not hold some “sensitive” jobs.",2024-06-24,"Aurelien Breeden","France’s Far-Right Leader Says the National Rally Is Ready to Govern. If he becomes prime minister after snap elections, Jordan Bardella, the party’s president, said he would represent all. But he also said dual citizens should not hold some “sensitive” jobs."
4048,-5,"Gunmen Attack Synagogues and Churches in Russian Republic.","Multiple law-enforcement officers and a priest in the region of Dagestan were killed in what appeared to be coordinated attacks, local officials said.",2024-06-23,"Anton Troianovski and Ivan Nechepurenko","Gunmen Attack Synagogues and Churches in Russian Republic. Multiple law-enforcement officers and a priest in the region of Dagestan were killed in what appeared to be coordinated attacks, local officials said."
4049,-4,"Attacks in Russia’s Dagestan Region: What to Know.","Gunmen killed at least 20 people in attacks in two Dagestan cities. No suspects or motives have been identified, but the region has long been rocked by ethnic and religious violence.",2024-06-24,"Eve Sampson","Attacks in Russia’s Dagestan Region: What to Know. Gunmen killed at least 20 people in attacks in two Dagestan cities. No suspects or motives have been identified, but the region has long been rocked by ethnic and religious violence."
